doy,DE_2019_min,DE_2020_min,DE_2021_min,DE_2022_min,DE_2023_min,DE_2024_min,DE_2025_min,DE_2026_min,DE_2027_min,DE_2028_min,DE_2029_min,DE_2030_min,DE_2031_min,DE_2032_min,DE_2033_min,DE_2034_min,DE_2035_min,ES_2019_min,ES_2020_min,ES_2021_min,ES_2022_min,ES_2023_min,ES_2024_min,ES_2025_min,ES_2026_min,ES_2027_min,ES_2028_min,ES_2029_min,ES_2030_min,ES_2031_min,ES_2032_min,ES_2033_min,ES_2034_min,ES_2035_min,PT_2019_min,PT_2020_min,PT_2021_min,PT_2022_min,PT_2023_min,PT_2024_min,PT_2025_min,PT_2026_min,PT_2027_min,PT_2028_min,PT_2029_min,PT_2030_min,PT_2031_min,PT_2032_min,PT_2033_min,PT_2034_min,PT_2035_min,FR_2019_min,FR_2020_min,FR_2021_min,FR_2022_min,FR_2023_min,FR_2024_min,FR_2025_min,FR_2026_min,FR_2027_min,FR_2028_min,FR_2029_min,FR_2030_min,FR_2031_min,FR_2032_min,FR_2033_min,FR_2034_min,FR_2035_min,IT_2019_min,IT_2020_min,IT_2021_min,IT_2022_min,IT_2023_min,IT_2024_min,IT_2025_min,IT_2026_min,IT_2027_min,IT_2028_min,IT_2029_min,IT_2030_min,IT_2031_min,IT_2032_min,IT_2033_min,IT_2034_min,IT_2035_min,DE_2019_max,DE_2020_max,DE_2021_max,DE_2022_max,DE_2023_max,DE_2024_max,DE_2025_max,DE_2026_max,DE_2027_max,DE_2028_max,DE_2029_max,DE_2030_max,DE_2031_max,DE_2032_max,DE_2033_max,DE_2034_max,DE_2035_max,ES_2019_max,ES_2020_max,ES_2021_max,ES_2022_max,ES_2023_max,ES_2024_max,ES_2025_max,ES_2026_max,ES_2027_max,ES_2028_max,ES_2029_max,ES_2030_max,ES_2031_max,ES_2032_max,ES_2033_max,ES_2034_max,ES_2035_max,PT_2019_max,PT_2020_max,PT_2021_max,PT_2022_max,PT_2023_max,PT_2024_max,PT_2025_max,PT_2026_max,PT_2027_max,PT_2028_max,PT_2029_max,PT_2030_max,PT_2031_max,PT_2032_max,PT_2033_max,PT_2034_max,PT_2035_max,FR_2019_max,FR_2020_max,FR_2021_max,FR_2022_max,FR_2023_max,FR_2024_max,FR_2025_max,FR_2026_max,FR_2027_max,FR_2028_max,FR_2029_max,FR_2030_max,FR_2031_max,FR_2032_max,FR_2033_max,FR_2034_max,FR_2035_max,IT_2019_max,IT_2020_max,IT_2021_max,IT_2022_max,IT_2023_max,IT_2024_max,IT_2025_max,IT_2026_max,IT_2027_max,IT_2028_max,IT_2029_max,IT_2030_max,IT_2031_max,IT_2032_max,IT_2033_max,IT_2034_max,IT_2035_max,DE_2019_mean,DE_2020_mean,DE_2021_mean,DE_2022_mean,DE_2023_mean,DE_2024_mean,DE_2025_mean,DE_2026_mean,DE_2027_mean,DE_2028_mean,DE_2029_mean,DE_2030_mean,DE_2031_mean,DE_2032_mean,DE_2033_mean,DE_2034_mean,DE_2035_mean,ES_2019_mean,ES_2020_mean,ES_2021_mean,ES_2022_mean,ES_2023_mean,ES_2024_mean,ES_2025_mean,ES_2026_mean,ES_2027_mean,ES_2028_mean,ES_2029_mean,ES_2030_mean,ES_2031_mean,ES_2032_mean,ES_2033_mean,ES_2034_mean,ES_2035_mean,PT_2019_mean,PT_2020_mean,PT_2021_mean,PT_2022_mean,PT_2023_mean,PT_2024_mean,PT_2025_mean,PT_2026_mean,PT_2027_mean,PT_2028_mean,PT_2029_mean,PT_2030_mean,PT_2031_mean,PT_2032_mean,PT_2033_mean,PT_2034_mean,PT_2035_mean,FR_2019_mean,FR_2020_mean,FR_2021_mean,FR_2022_mean,FR_2023_mean,FR_2024_mean,FR_2025_mean,FR_2026_mean,FR_2027_mean,FR_2028_mean,FR_2029_mean,FR_2030_mean,FR_2031_mean,FR_2032_mean,FR_2033_mean,FR_2034_mean,FR_2035_mean,IT_2019_mean,IT_2020_mean,IT_2021_mean,IT_2022_mean,IT_2023_mean,IT_2024_mean,IT_2025_mean,IT_2026_mean,IT_2027_mean,IT_2028_mean,IT_2029_mean,IT_2030_mean,IT_2031_mean,IT_2032_mean,IT_2033_mean,IT_2034_mean,IT_2035_mean
11,42.2,20.96,18.96,193.0,0.01,81.95,83.58,81.26,,,,,,,,,,49.98,34.13,46.36,193.0,4.16,79.6,60.3,50.46,,,,,,,,,,49.98,34.13,46.36,193.0,4.16,79.6,60.3,50.46,,,,,,,,,,49.98,25.26,46.36,193.0,0.08,80.6,90.82,75.14,,,,,,,,,,57.12,38.43,46.36,184.35,100.0,82.38,102.0,83.66,,,,,,,,,,62.92,40.56,70.59,316.4,132.88,150.09,122.34,116.25,,,,,,,,,,70.45,56.26,121.14,262.66,139.02,132.31,123.55,103.14,,,,,,,,,,70.45,56.26,121.14,262.66,139.02,132.31,123.55,103.14,,,,,,,,,,77.54,44.65,89.06,316.4,145.72,141.0,123.86,103.14,,,,,,,,,,82.96,56.16,83.42,309.11,254.17,140.87,155.2,123.56,,,,,,,,,,49.89,31.35,47.07,254.84,84.7,109.62,100.93,95.12,,,,,,,,,,64.15,41.89,83.16,222.59,85.27,96.86,95.81,79.82,,,,,,,,,,64.15,41.89,83.16,222.59,85.27,96.86,95.81,79.82,,,,,,,,,,65.21,34.75,67.6,253.39,89.16,106.67,106.62,87.06,,,,,,,,,,70.57,45.18,67.22,244.26,181.59,108.74,126.67,107.01,,,,,,,,,
12,23.35,17.39,15.82,172.18,0.1,84.34,83.75,76.58,,,,,,,,,,51.4,37.03,55.18,178.33,55.7,83.0,2.4,60.13,,,,,,,,,,51.4,37.03,55.18,178.33,55.7,83.0,3.01,60.13,,,,,,,,,,42.51,20.57,46.57,178.33,6.27,83.0,85.0,60.13,,,,,,,,,,56.63,34.9,49.5,178.33,129.2,88.59,85.0,105.58,,,,,,,,,,46.29,27.1,64.6,300.1,119.49,140.74,146.66,132.76,,,,,,,,,,69.69,55.98,114.02,261.38,142.22,126.0,126.8,119.64,,,,,,,,,,69.69,55.98,114.02,261.38,142.22,126.0,126.8,119.64,,,,,,,,,,65.0,40.87,78.93,300.1,132.89,140.74,146.66,116.49,,,,,,,,,,83.61,62.02,85.49,300.07,230.89,140.74,146.66,161.86,,,,,,,,,,39.81,22.6,46.75,232.34,71.28,106.0,111.27,104.48,,,,,,,,,,62.05,42.63,84.23,205.79,92.29,97.6,73.81,88.76,,,,,,,,,,62.05,42.63,86.47,205.79,92.29,97.13,73.97,88.76,,,,,,,,,,53.54,29.09,63.89,236.93,81.12,106.57,108.35,86.74,,,,,,,,,,66.32,45.08,68.28,234.1,179.21,109.74,113.04,133.34,,,,,,,,,
13,-7.28,22.59,30.84,120.04,2.02,63.16,100.0,82.67,,,,,,,,,,49.91,31.86,61.35,182.88,38.7,71.45,100.0,74.66,,,,,,,,,,49.91,31.86,61.35,182.88,38.7,71.45,100.0,74.66,,,,,,,,,,26.48,24.38,55.43,182.88,5.03,71.45,100.0,74.66,,,,,,,,,,49.58,37.52,52.62,186.57,156.74,83.4,100.0,111.6,,,,,,,,,,30.81,52.93,56.14,235.9,105.95,85.26,223.09,142.2,,,,,,,,,,71.69,52.93,112.84,262.95,154.7,107.99,180.0,140.65,,,,,,,,,,71.69,52.93,112.84,262.95,154.7,105.31,180.0,140.65,,,,,,,,,,64.45,52.93,95.46,274.0,128.08,107.99,186.0,114.19,,,,,,,,,,81.03,72.44,94.5,274.0,295.0,128.77,186.0,163.05,,,,,,,,,,14.0,37.71,42.58,177.94,66.35,73.48,128.95,105.76,,,,,,,,,,60.24,45.7,90.77,215.73,89.32,87.19,126.22,96.5,,,,,,,,,,60.78,45.7,91.31,215.73,89.32,86.93,126.22,96.5,,,,,,,,,,45.73,38.28,73.56,224.32,80.62,87.36,125.66,90.64,,,,,,,,,,64.99,54.37,74.04,223.85,194.72,100.21,135.64,135.88,,,,,,,,,
14,-15.04,1.52,36.91,107.46,3.94,62.11,97.99,84.3,,,,,,,,,,50.47,29.53,60.0,180.3,25.0,62.3,111.63,88.88,,,,,,,,,,56.2,29.53,60.0,180.3,25.0,62.3,111.63,88.88,,,,,,,,,,23.49,8.66,43.7,192.43,25.0,69.71,111.63,87.97,,,,,,,,,,39.75,44.21,53.51,188.36,118.86,85.5,112.2,117.25,,,,,,,,,,51.66,38.0,100.67,262.0,55.01,96.97,184.03,200.02,,,,,,,,,,72.52,46.75,107.72,235.01,73.5,92.01,189.54,166.0,,,,,,,,,,72.52,46.75,107.72,235.01,73.5,92.01,189.54,166.0,,,,,,,,,,72.52,39.37,95.98,292.5,73.5,99.94,189.54,166.0,,,,,,,,,,86.03,77.45,93.48,280.67,185.0,120.0,189.54,204.12,,,,,,,,,,34.21,23.09,71.06,183.01,28.44,76.32,126.9,118.77,,,,,,,,,,63.34,38.63,86.16,203.66,50.71,74.78,138.26,116.2,,,,,,,,,,65.78,38.63,86.16,203.66,50.71,74.78,137.35,118.44,,,,,,,,,,57.21,30.58,72.97,234.29,53.63,81.77,136.6,112.6,,,,,,,,,,65.29,56.35,76.08,228.39,161.44,103.46,143.07,141.38,,,,,,,,,
15,29.23,0.11,46.6,182.64,0.29,62.04,107.72,81.05,,,,,,,,,,54.9,16.67,52.7,193.04,3.1,62.04,115.58,86.31,,,,,,,,,,54.9,16.67,60.33,193.04,3.1,62.04,115.58,86.31,,,,,,,,,,37.58,10.52,46.6,193.04,3.1,62.04,109.76,80.94,,,,,,,,,,52.43,43.0,46.6,190.34,56.32,83.4,124.13,118.83,,,,,,,,,,58.38,36.56,99.5,267.03,60.01,112.8,377.99,145.5,,,,,,,,,,74.74,52.8,98.02,267.03,50.56,113.9,225.0,138.2,,,,,,,,,,74.74,52.8,98.02,267.03,50.56,113.9,225.0,138.2,,,,,,,,,,74.74,44.25,98.02,267.03,80.1,113.9,275.0,116.66,,,,,,,,,,91.59,74.6,98.08,267.03,169.51,122.0,259.15,171.64,,,,,,,,,,45.2,25.47,73.28,216.16,11.6,87.06,222.93,100.65,,,,,,,,,,67.45,38.56,78.23,218.98,21.18,87.93,140.34,105.65,,,,,,,,,,67.45,38.56,79.56,218.98,21.18,87.93,140.34,105.65,,,,,,,,,,60.97,31.88,72.96,220.66,36.34,89.27,160.78,96.88,,,,,,,,,,72.14,54.53,72.17,218.76,141.3,101.0,170.32,145.03,,,,,,,,,
16,26.35,27.36,47.99,78.08,56.1,71.61,115.03,67.23,,,,,,,,,,61.07,29.72,52.0,186.6,3.0,19.13,108.58,94.75,,,,,,,,,,61.07,29.72,54.65,186.6,3.0,19.13,108.58,94.75,,,,,,,,,,44.68,27.6,48.52,186.6,56.1,72.79,108.58,72.0,,,,,,,,,,59.01,39.72,47.75,186.6,47.56,83.34,117.55,118.5,,,,,,,,,,55.73,52.4,66.4,216.0,185.99,144.11,199.65,170.32,,,,,,,,,,72.99,52.4,93.79,265.36,34.2,127.07,199.94,156.88,,,,,,,,,,72.99,44.1,93.79,265.36,34.2,99.98,184.32,156.88,,,,,,,,,,72.95,52.4,66.5,265.36,185.99,144.11,199.94,156.88,,,,,,,,,,95.33,63.8,68.74,265.36,206.61,141.05,203.85,189.18,,,,,,,,,,45.08,38.13,55.41,126.94,130.34,100.73,147.79,110.71,,,,,,,,,,69.31,38.43,67.79,214.2,13.22,87.3,135.11,120.44,,,,,,,,,,69.31,37.78,68.18,214.2,13.22,83.81,134.1,120.44,,,,,,,,,,62.74,36.99,57.23,213.66,138.03,102.48,139.9,113.74,,,,,,,,,,72.08,50.23,57.3,213.18,154.45,107.46,152.18,140.77,,,,,,,,,
17,22.77,22.15,45.42,10.09,89.51,69.47,114.72,95.19,,,,,,,,,,52.2,25.71,54.99,209.55,0.65,3.2,106.5,112.06,,,,,,,,,,52.2,25.71,54.99,209.55,0.65,3.2,106.5,112.06,,,,,,,,,,32.58,25.71,45.42,209.55,135.3,69.9,117.26,95.19,,,,,,,,,,56.26,39.26,48.14,197.7,109.94,80.0,118.73,113.47,,,,,,,,,,58.72,46.0,72.0,254.37,188.83,140.52,208.13,142.85,,,,,,,,,,73.45,51.75,87.84,285.68,17.5,54.88,200.0,155.22,,,,,,,,,,73.45,51.75,112.05,285.68,17.5,54.88,175.0,155.22,,,,,,,,,,73.45,46.0,75.0,306.09,255.02,111.1,208.13,142.85,,,,,,,,,,84.26,70.11,75.0,299.03,239.69,125.4,203.12,142.85,,,,,,,,,,43.5,36.68,54.09,133.93,134.59,100.01,146.59,112.51,,,,,,,,,,65.63,39.98,65.15,243.06,5.08,26.29,136.07,127.09,,,,,,,,,,65.6,39.98,67.76,243.06,5.08,26.29,135.01,127.09,,,,,,,,,,61.59,37.01,56.75,259.52,178.48,85.18,142.87,112.98,,,,,,,,,,69.33,51.87,58.12,244.25,169.11,101.66,146.23,125.95,,,,,,,,,
18,40.91,22.24,36.68,169.01,111.53,70.58,115.01,96.86,,,,,,,,,,58.07,32.05,70.0,193.99,0.1,0.43,110.2,96.86,,,,,,,,,,58.07,32.05,70.0,193.99,0.1,0.43,110.2,96.86,,,,,,,,,,48.0,26.45,46.96,193.99,123.54,63.81,113.97,96.86,,,,,,,,,,55.0,40.0,46.96,193.99,92.84,72.13,124.0,116.04,,,,,,,,,,76.86,43.04,78.92,294.4,188.67,125.89,167.85,142.2,,,,,,,,,,72.01,43.04,115.98,272.22,122.7,105.34,167.85,177.28,,,,,,,,,,72.01,43.04,115.98,272.22,122.7,105.34,167.85,177.28,,,,,,,,,,76.86,43.04,88.63,294.4,195.39,106.54,167.85,143.13,,,,,,,,,,93.23,56.76,91.03,294.36,191.67,125.0,167.85,148.21,,,,,,,,,,62.16,32.3,55.39,235.04,143.28,92.29,134.33,108.97,,,,,,,,,,68.06,37.81,82.19,223.18,23.15,49.7,133.12,117.86,,,,,,,,,,68.06,37.81,82.19,223.18,23.0,49.7,133.12,117.86,,,,,,,,,,66.86,35.71,69.24,244.74,158.03,85.91,131.52,110.04,,,,,,,,,,71.33,46.6,69.99,240.06,150.94,96.96,140.64,130.9,,,,,,,,,
19,47.74,27.26,29.98,90.05,99.14,62.76,107.51,100.14,,,,,,,,,,55.55,25.8,50.15,179.64,18.35,50.0,102.35,100.14,,,,,,,,,,55.55,25.8,50.15,179.64,18.35,50.0,102.35,100.14,,,,,,,,,,55.55,27.26,41.31,188.7,145.09,62.76,107.51,100.14,,,,,,,,,,60.37,35.59,47.9,188.7,136.06,66.4,126.62,105.1,,,,,,,,,,68.91,44.24,55.15,261.65,198.73,104.27,159.04,208.23,,,,,,,,,,70.0,37.43,93.72,259.81,94.8,87.33,159.68,183.14,,,,,,,,,,70.0,37.43,93.72,259.81,94.8,87.33,157.33,183.14,,,,,,,,,,70.0,44.24,75.07,285.36,229.47,108.3,159.68,193.97,,,,,,,,,,82.47,53.04,94.23,283.02,225.24,117.68,170.0,191.32,,,,,,,,,,55.19,33.94,44.69,168.89,149.69,78.32,128.41,140.57,,,,,,,,,,64.61,29.56,75.05,211.89,34.85,70.95,124.61,129.22,,,,,,,,,,64.61,29.56,75.05,211.89,34.85,70.95,124.26,128.41,,,,,,,,,,63.96,33.3,60.19,235.3,184.76,82.3,127.03,134.45,,,,,,,,,,69.04,42.72,70.09,233.66,179.65,93.48,144.5,148.4,,,,,,,,,
20,46.69,31.5,24.85,70.99,142.44,61.75,114.41,101.49,,,,,,,,,,51.52,14.0,29.67,160.69,29.99,63.68,114.41,83.83,,,,,,,,,,51.52,14.0,29.67,160.69,29.99,63.68,114.41,83.83,,,,,,,,,,51.52,31.5,28.38,168.18,153.09,63.68,114.41,83.83,,,,,,,,,,58.59,31.5,46.0,168.18,153.09,76.93,127.63,117.64,,,,,,,,,,69.75,60.0,57.52,192.74,235.06,99.87,583.4,276.74,,,,,,,,,,70.11,50.7,67.9,239.38,207.8,99.94,170.0,127.25,,,,,,,,,,70.11,44.48,67.9,239.38,207.8,99.94,170.0,127.25,,,,,,,,,,70.11,59.32,64.05,281.62,235.06,99.94,473.28,127.25,,,,,,,,,,81.24,59.32,81.0,265.45,231.6,105.6,289.0,202.78,,,,,,,,,,54.22,44.49,36.05,118.91,180.54,73.7,231.58,155.6,,,,,,,,,,61.28,35.88,50.85,190.05,92.32,80.33,145.49,101.44,,,,,,,,,,61.28,35.11,50.85,190.05,92.32,80.33,145.49,101.44,,,,,,,,,,61.08,44.83,48.23,228.16,186.86,77.46,197.28,100.95,,,,,,,,,,65.64,46.03,62.92,220.53,185.44,89.19,192.99,148.03,,,,,,,,,
21,51.14,32.28,0.02,110.92,117.76,36.66,113.54,92.8,,,,,,,,,,51.14,28.28,3.15,154.7,32.37,47.0,115.3,41.06,,,,,,,,,,51.14,28.28,14.2,154.7,32.37,47.0,115.3,41.06,,,,,,,,,,51.14,34.34,3.15,182.3,134.68,40.66,115.3,41.06,,,,,,,,,,54.48,36.02,41.02,182.07,96.95,58.25,125.69,122.09,,,,,,,,,,88.5,55.81,45.63,223.15,178.89,61.45,301.15,176.4,,,,,,,,,,73.9,50.0,58.75,214.7,111.56,95.62,164.22,99.22,,,,,,,,,,73.9,46.47,58.75,214.7,111.56,95.62,156.15,99.22,,,,,,,,,,88.5,62.05,58.75,266.0,182.17,78.7,245.0,120.66,,,,,,,,,,88.17,62.05,79.9,266.0,192.85,105.1,241.33,193.08,,,,,,,,,,69.84,41.66,29.42,159.45,143.7,49.0,168.48,116.64,,,,,,,,,,65.94,39.35,41.86,179.63,57.08,63.48,140.08,80.65,,,,,,,,,,65.89,38.99,43.78,179.63,57.08,63.48,138.76,80.45,,,,,,,,,,71.86,46.99,41.91,216.72,155.96,56.89,159.38,85.82,,,,,,,,,,72.73,47.72,60.92,216.46,154.11,83.38,163.18,153.07,,,,,,,,,
22,51.96,32.42,11.08,119.99,116.77,5.04,113.7,83.86,,,,,,,,,,51.57,33.7,23.03,166.9,11.0,25.0,103.6,30.64,,,,,,,,,,51.57,33.7,23.03,166.9,11.0,40.1,103.6,30.64,,,,,,,,,,52.1,33.7,23.03,176.04,139.04,13.34,103.6,30.64,,,,,,,,,,60.62,40.0,30.89,176.04,150.12,75.9,126.0,129.17,,,,,,,,,,80.23,65.09,66.77,230.82,202.07,77.35,238.6,137.12,,,,,,,,,,71.2,59.58,57.24,245.27,128.97,119.0,167.72,82.32,,,,,,,,,,71.2,55.53,57.24,245.27,128.97,119.0,167.72,82.32,,,,,,,,,,91.52,65.09,66.77,245.27,209.16,89.87,200.0,127.86,,,,,,,,,,88.84,68.22,81.97,245.27,240.0,131.8,206.17,197.16,,,,,,,,,,62.96,46.13,44.01,177.76,152.04,48.99,160.85,105.49,,,,,,,,,,64.04,47.91,41.84,190.59,38.43,68.5,135.02,59.44,,,,,,,,,,64.04,46.49,41.84,190.59,38.43,70.31,135.02,59.44,,,,,,,,,,72.07,48.46,50.38,202.69,166.94,56.62,146.58,90.74,,,,,,,,,,71.72,50.73,60.13,204.58,185.24,101.76,159.08,159.48,,,,,,,,,
23,51.02,36.23,38.91,168.23,147.59,3.05,58.23,95.0,,,,,,,,,,49.05,44.94,10.25,179.04,34.44,58.5,94.0,0.91,,,,,,,,,,49.05,44.94,10.25,179.04,34.44,58.5,94.0,0.91,,,,,,,,,,51.02,36.24,38.91,179.04,150.12,9.66,65.01,61.27,,,,,,,,,,60.39,37.56,37.92,179.04,151.9,65.1,115.28,136.7,,,,,,,,,,93.76,68.64,66.13,242.97,270.22,84.51,159.03,152.94,,,,,,,,,,68.89,62.48,49.98,249.0,157.22,129.01,196.51,107.1,,,,,,,,,,68.89,57.08,49.98,249.0,157.22,129.01,196.51,107.1,,,,,,,,,,93.9,68.64,66.13,244.31,270.0,86.5,160.34,126.39,,,,,,,,,,94.92,71.48,66.13,244.31,255.1,122.0,171.97,194.86,,,,,,,,,,75.44,51.38,51.73,194.18,203.4,51.74,102.08,110.37,,,,,,,,,,60.3,53.81,27.02,201.05,72.46,79.06,139.26,38.87,,,,,,,,,,60.3,52.86,27.02,201.05,72.46,79.06,139.26,38.87,,,,,,,,,,76.29,51.42,51.74,196.68,205.47,56.58,108.68,103.04,,,,,,,,,,77.26,51.65,52.62,197.1,204.63,90.46,146.09,158.38,,,,,,,,,
24,56.37,35.1,39.78,177.46,149.05,-4.84,40.6,97.55,,,,,,,,,,49.05,42.04,1.95,177.46,47.85,58.2,57.03,3.23,,,,,,,,,,49.05,42.04,1.95,177.46,47.85,58.2,57.03,3.23,,,,,,,,,,56.52,36.38,39.78,177.46,152.51,0.2,16.01,89.71,,,,,,,,,,62.68,39.98,38.38,177.46,160.04,65.3,125.5,126.04,,,,,,,,,,121.46,66.74,65.0,341.85,256.43,54.21,116.23,146.72,,,,,,,,,,70.13,62.3,59.26,297.33,220.0,152.17,122.0,37.96,,,,,,,,,,70.13,60.11,59.26,297.33,220.0,152.17,122.0,37.96,,,,,,,,,,121.46,66.74,65.0,341.85,256.43,83.46,105.26,130.94,,,,,,,,,,108.49,66.74,65.0,341.85,250.0,128.0,177.77,151.36,,,,,,,,,,85.91,50.24,49.24,247.3,202.04,34.84,78.48,112.02,,,,,,,,,,61.1,53.76,29.78,228.25,88.99,82.55,90.21,20.15,,,,,,,,,,61.1,52.99,29.78,228.25,88.94,82.35,90.21,20.15,,,,,,,,,,86.0,51.13,49.24,248.25,204.19,50.48,77.29,104.13,,,,,,,,,,83.12,51.76,48.59,242.95,201.48,96.54,148.05,137.98,,,,,,,,,
25,42.9,33.01,42.2,196.24,146.7,43.34,63.55,99.96,,,,,,,,,,51.77,41.96,32.14,196.24,64.8,55.36,3.6,0.0,,,,,,,,,,51.77,41.96,32.14,196.24,64.8,55.36,3.6,0.0,,,,,,,,,,55.28,32.84,42.2,196.24,147.02,55.36,16.8,67.39,,,,,,,,,,55.32,37.78,40.73,196.24,150.45,66.9,121.0,111.91,,,,,,,,,,97.0,49.99,79.67,399.85,225.04,123.38,151.0,137.38,,,,,,,,,,69.69,53.7,75.04,256.36,210.34,135.36,96.37,37.35,,,,,,,,,,69.69,53.7,74.95,256.36,210.34,135.36,96.37,37.35,,,,,,,,,,97.0,49.99,79.67,399.06,225.04,96.11,120.74,132.57,,,,,,,,,,92.88,61.08,75.76,392.13,225.04,126.56,160.5,144.78,,,,,,,,,,65.66,40.28,61.02,297.02,181.78,78.78,102.12,112.03,,,,,,,,,,62.33,48.01,59.88,225.26,92.04,76.73,41.86,10.53,,,,,,,,,,63.54,48.01,59.01,225.26,91.13,76.73,41.86,10.53,,,,,,,,,,69.37,40.49,62.16,296.13,185.99,73.32,61.56,100.26,,,,,,,,,,69.25,45.79,59.63,282.27,187.17,95.42,138.75,128.39,,,,,,,,,
26,28.42,27.5,44.69,122.34,134.63,46.47,23.89,95.03,,,,,,,,,,50.97,33.43,48.6,225.01,48.8,50.7,6.93,1.92,,,,,,,,,,51.5,33.43,48.6,225.01,48.8,50.7,6.93,1.92,,,,,,,,,,44.51,28.48,46.1,225.01,135.85,39.82,13.45,89.2,,,,,,,,,,49.9,36.58,46.83,225.01,142.8,83.0,109.33,120.3,,,,,,,,,,59.18,42.0,73.95,312.69,202.91,76.59,132.77,178.7,,,,,,,,,,68.5,46.03,82.04,250.0,99.76,115.0,44.38,88.71,,,,,,,,,,68.5,46.03,82.04,250.0,99.76,115.0,44.38,88.71,,,,,,,,,,66.49,44.42,82.04,361.92,205.51,89.8,84.83,165.26,,,,,,,,,,80.24,59.34,82.04,361.92,205.51,135.0,150.55,176.07,,,,,,,,,,48.42,33.63,61.2,231.73,167.04,58.92,97.88,141.93,,,,,,,,,,61.35,39.48,65.63,236.5,66.48,72.63,25.21,36.12,,,,,,,,,,63.22,39.48,65.63,236.5,66.48,72.63,25.21,34.73,,,,,,,,,,54.03,34.43,63.77,275.18,171.01,65.92,36.58,115.98,,,,,,,,,,61.47,45.18,62.77,272.38,174.09,101.75,129.56,149.49,,,,,,,,,
27,3.65,21.98,42.04,82.03,125.11,53.88,10.1,105.48,,,,,,,,,,19.74,27.79,42.04,215.75,15.0,47.0,0.65,3.78,,,,,,,,,,41.1,27.79,42.04,215.75,15.0,47.0,0.65,3.78,,,,,,,,,,18.98,21.31,42.04,221.36,130.55,53.88,0.65,9.58,,,,,,,,,,49.9,34.7,47.8,221.36,130.55,70.19,109.98,126.0,,,,,,,,,,52.96,51.21,70.48,141.17,200.7,95.95,118.67,176.64,,,,,,,,,,64.18,47.12,70.67,249.01,82.01,95.97,53.37,95.92,,,,,,,,,,68.17,47.12,70.67,249.01,82.01,95.97,53.37,95.92,,,,,,,,,,59.2,51.21,70.67,353.56,200.7,95.97,57.18,139.26,,,,,,,,,,76.92,65.82,72.82,348.24,200.7,114.2,171.49,192.96,,,,,,,,,,36.02,37.47,57.99,118.65,168.96,68.82,61.71,130.05,,,,,,,,,,43.49,39.03,59.68,232.24,45.3,65.94,21.44,28.21,,,,,,,,,,50.32,39.03,59.96,232.24,45.68,65.75,20.75,28.21,,,,,,,,,,40.25,38.48,59.16,261.88,170.99,68.5,28.98,95.06,,,,,,,,,,62.36,48.08,60.63,263.63,171.92,91.13,142.2,150.96,,,,,,,,,
28,37.8,20.08,42.4,77.26,122.83,40.09,57.33,102.24,,,,,,,,,,37.8,24.99,42.4,190.0,15.0,37.0,0.65,1.98,,,,,,,,,,43.06,24.99,42.4,190.0,15.0,37.0,0.65,1.98,,,,,,,,,,37.8,24.99,42.4,214.81,122.75,38.03,0.65,93.3,,,,,,,,,,37.8,34.04,42.71,214.81,143.0,48.28,106.73,118.8,,,,,,,,,,64.88,44.94,68.39,260.0,174.06,77.84,149.6,173.64,,,,,,,,,,70.01,51.0,66.1,255.38,74.89,71.55,69.5,86.28,,,,,,,,,,70.01,51.0,66.1,255.38,74.89,71.55,69.5,86.28,,,,,,,,,,71.51,44.94,66.1,327.68,178.55,73.34,69.5,171.16,,,,,,,,,,77.12,59.06,73.17,330.0,220.0,100.56,160.0,173.24,,,,,,,,,,50.5,31.31,55.13,176.36,145.32,58.58,106.82,136.79,,,,,,,,,,56.12,39.08,55.22,224.42,41.93,51.64,17.03,28.92,,,,,,,,,,58.12,39.08,55.22,224.42,41.93,51.64,16.95,28.32,,,,,,,,,,56.3,34.84,54.84,250.48,147.63,52.49,30.99,126.66,,,,,,,,,,61.36,45.11,60.34,261.13,163.96,76.64,135.11,149.71,,,,,,,,,
29,44.59,19.16,37.61,2.3,45.0,47.26,75.64,100.02,,,,,,,,,,45.97,29.99,12.97,181.97,36.45,47.26,3.52,2.05,,,,,,,,,,50.05,29.99,12.97,181.97,36.45,47.26,3.52,1.71,,,,,,,,,,45.97,21.55,29.0,180.84,116.5,47.26,3.52,92.49,,,,,,,,,,55.0,30.0,35.31,192.64,116.5,62.77,110.74,121.6,,,,,,,,,,72.82,45.1,60.79,123.02,156.14,127.42,150.09,168.04,,,,,,,,,,68.07,46.47,60.79,263.03,178.58,110.0,133.85,53.93,,,,,,,,,,68.07,46.47,60.79,263.03,178.58,110.0,133.85,35.02,,,,,,,,,,73.14,45.1,60.79,263.03,178.58,110.0,147.4,159.89,,,,,,,,,,86.97,62.15,73.0,331.0,215.92,126.3,165.94,173.05,,,,,,,,,,60.26,33.58,49.66,86.8,119.01,81.95,108.33,132.67,,,,,,,,,,59.26,39.34,46.15,223.62,71.1,78.88,50.56,25.16,,,,,,,,,,62.04,39.34,46.37,223.62,71.1,78.51,48.9,18.39,,,,,,,,,,62.4,36.26,47.68,218.86,142.72,77.31,74.39,117.43,,,,,,,,,,70.72,44.64,54.02,237.76,155.39,95.53,138.2,145.83,,,,,,,,,
